Date,Open,High,Low,Close,Adj Close,Volume
2022-10-17,1670.000000,1735.000000,1630.000000,1735.000000,1735.000000,44641200
2022-10-18,1740.000000,1770.000000,1725.000000,1740.000000,1740.000000,34427000
2022-10-19,1755.000000,1795.000000,1705.000000,1760.000000,1760.000000,48928300
2022-10-20,1770.000000,1825.000000,1750.000000,1805.000000,1805.000000,63456700
2022-10-21,1805.000000,1820.000000,1780.000000,1810.000000,1810.000000,24462400
2022-10-24,1815.000000,1820.000000,1730.000000,1750.000000,1750.000000,53749600
2022-10-25,1740.000000,1755.000000,1705.000000,1755.000000,1755.000000,36280000
2022-10-26,1755.000000,1755.000000,1710.000000,1745.000000,1745.000000,39345000
2022-10-27,1745.000000,1760.000000,1725.000000,1750.000000,1750.000000,39471900
2022-10-28,1745.000000,1755.000000,1710.000000,1725.000000,1725.000000,28087800
2022-10-31,1725.000000,1740.000000,1705.000000,1730.000000,1730.000000,28997300
2022-11-01,1720.000000,1730.000000,1685.000000,1685.000000,1685.000000,27783400
2022-11-02,1690.000000,1755.000000,1685.000000,1750.000000,1750.000000,43630200
2022-11-03,1750.000000,1785.000000,1730.000000,1745.000000,1745.000000,28675500
2022-11-04,1745.000000,1775.000000,1725.000000,1765.000000,1765.000000,21295200
2022-11-07,1765.000000,1890.000000,1760.000000,1885.000000,1885.000000,123947700
2022-11-08,1885.000000,1925.000000,1860.000000,1900.000000,1900.000000,46621800
2022-11-09,1905.000000,1910.000000,1840.000000,1870.000000,1870.000000,20477100
2022-11-10,1865.000000,1865.000000,1785.000000,1810.000000,1810.000000,39116000
2022-11-11,1810.000000,1835.000000,1685.000000,1800.000000,1800.000000,161717700
2022-11-14,1800.000000,1920.000000,1800.000000,1855.000000,1855.000000,70492400
2022-11-15,1865.000000,2040.000000,1855.000000,2010.000000,2010.000000,191647600
2022-11-16,2040.000000,2050.000000,1920.000000,1920.000000,1920.000000,63597300
2022-11-17,1920.000000,1930.000000,1815.000000,1820.000000,1820.000000,90112100
2022-11-18,1835.000000,1865.000000,1810.000000,1810.000000,1810.000000,52586100
2022-11-21,1820.000000,1840.000000,1775.000000,1790.000000,1790.000000,41509100
2022-11-22,1795.000000,1815.000000,1780.000000,1780.000000,1780.000000,35350100
2022-11-23,1790.000000,1825.000000,1790.000000,1800.000000,1800.000000,47678200
2022-11-24,1810.000000,1900.000000,1800.000000,1855.000000,1855.000000,55510200
2022-11-25,1860.000000,1865.000000,1730.000000,1735.000000,1735.000000,316066400
2022-11-28,1730.000000,1750.000000,1655.000000,1655.000000,1655.000000,141571100
2022-11-29,1700.000000,1700.000000,1635.000000,1640.000000,1640.000000,136449100
2022-11-30,1640.000000,1695.000000,1620.000000,1630.000000,1630.000000,920630300
2022-12-01,1670.000000,1730.000000,1650.000000,1700.000000,1700.000000,210495500
2022-12-02,1705.000000,1710.000000,1675.000000,1690.000000,1690.000000,82899000
2022-12-05,1700.000000,1720.000000,1675.000000,1685.000000,1685.000000,85842900
2022-12-06,1680.000000,1690.000000,1645.000000,1645.000000,1645.000000,67066800
2022-12-07,1670.000000,1670.000000,1585.000000,1650.000000,1650.000000,72375900
2022-12-08,1650.000000,1680.000000,1600.000000,1680.000000,1680.000000,85373500
2022-12-09,1680.000000,1695.000000,1650.000000,1670.000000,1670.000000,63535100
2022-12-12,1670.000000,1685.000000,1640.000000,1675.000000,1675.000000,52675800
2022-12-13,1670.000000,1685.000000,1655.000000,1675.000000,1675.000000,48280000
2022-12-14,1680.000000,1720.000000,1665.000000,1695.000000,1695.000000,91875500
2022-12-15,1700.000000,1715.000000,1685.000000,1700.000000,1700.000000,47851400
2022-12-16,1700.000000,1735.000000,1685.000000,1725.000000,1725.000000,63558100
2022-12-19,1725.000000,1730.000000,1685.000000,1700.000000,1700.000000,50660400
2022-12-20,1700.000000,1710.000000,1645.000000,1645.000000,1645.000000,88180000
2022-12-21,1645.000000,1690.000000,1630.000000,1670.000000,1670.000000,75846100
2022-12-22,1680.000000,1725.000000,1670.000000,1720.000000,1720.000000,113076400
2022-12-23,1720.000000,1725.000000,1695.000000,1700.000000,1700.000000,48028700
2022-12-26,1700.000000,1710.000000,1660.000000,1660.000000,1660.000000,45345100
2022-12-27,1675.000000,1690.000000,1655.000000,1660.000000,1660.000000,39918800
2022-12-28,1665.000000,1690.000000,1645.000000,1685.000000,1685.000000,46450800
2022-12-29,1680.000000,1700.000000,1665.000000,1695.000000,1695.000000,55966100
2022-12-30,1695.000000,1720.000000,1680.000000,1695.000000,1695.000000,53286700
2023-01-02,1695.000000,1700.000000,1675.000000,1680.000000,1680.000000,34382800
2023-01-03,1680.000000,1730.000000,1675.000000,1720.000000,1720.000000,62783100
2023-01-04,1720.000000,1730.000000,1635.000000,1640.000000,1640.000000,83456900
2023-01-05,1690.000000,1690.000000,1530.000000,1565.000000,1565.000000,116437700
2023-01-06,1565.000000,1610.000000,1535.000000,1560.000000,1560.000000,63606200
2023-01-09,1570.000000,1585.000000,1470.000000,1475.000000,1475.000000,64075500
2023-01-10,1480.000000,1525.000000,1420.000000,1515.000000,1515.000000,65298600
2023-01-11,1515.000000,1525.000000,1460.000000,1485.000000,1485.000000,73430700
2023-01-12,1480.000000,1575.000000,1475.000000,1575.000000,1575.000000,129608600
2023-01-13,1580.000000,1670.000000,1580.000000,1665.000000,1665.000000,112871900
2023-01-16,1665.000000,1690.000000,1665.000000,1685.000000,1685.000000,18577400
2023-01-17,1690.000000,1700.000000,1670.000000,1675.000000,1675.000000,23567100
2023-01-18,1700.000000,1710.000000,1675.000000,1700.000000,1700.000000,21170400
2023-01-19,1700.000000,1750.000000,1695.000000,1725.000000,1725.000000,37492600
2023-01-20,1725.000000,1785.000000,1705.000000,1770.000000,1770.000000,47890100
2023-01-24,1775.000000,1790.000000,1725.000000,1750.000000,1750.000000,22581900
2023-01-25,1750.000000,1775.000000,1740.000000,1755.000000,1755.000000,12454700
2023-01-26,1745.000000,1750.000000,1685.000000,1690.000000,1690.000000,24851100
2023-01-27,1680.000000,1700.000000,1660.000000,1660.000000,1660.000000,14259200
2023-01-30,1660.000000,1680.000000,1610.000000,1615.000000,1615.000000,25406100
2023-01-31,1620.000000,1655.000000,1620.000000,1640.000000,1640.000000,14336100
2023-02-01,1640.000000,1640.000000,1605.000000,1615.000000,1615.000000,52135800
2023-02-02,1620.000000,1625.000000,1575.000000,1580.000000,1580.000000,65859900
2023-02-03,1580.000000,1585.000000,1485.000000,1490.000000,1490.000000,79858600
2023-02-06,1480.000000,1530.000000,1460.000000,1505.000000,1505.000000,53286700
2023-02-07,1515.000000,1545.000000,1495.000000,1525.000000,1525.000000,57977200
2023-02-08,1535.000000,1540.000000,1490.000000,1495.000000,1495.000000,33591000
2023-02-09,1485.000000,1490.000000,1455.000000,1455.000000,1455.000000,56414500
2023-02-10,1440.000000,1465.000000,1405.000000,1455.000000,1455.000000,44718600
2023-02-13,1470.000000,1510.000000,1465.000000,1500.000000,1500.000000,55044700
2023-02-14,1505.000000,1515.000000,1490.000000,1500.000000,1500.000000,23797300
2023-02-15,1510.000000,1535.000000,1480.000000,1495.000000,1495.000000,57929600
2023-02-16,1510.000000,1520.000000,1485.000000,1500.000000,1500.000000,50239400
2023-02-17,1500.000000,1510.000000,1450.000000,1450.000000,1450.000000,49139000
2023-02-20,1460.000000,1465.000000,1420.000000,1440.000000,1440.000000,20546300
2023-02-21,1440.000000,1450.000000,1410.000000,1420.000000,1420.000000,22127100
2023-02-22,1430.000000,1445.000000,1390.000000,1395.000000,1395.000000,50783800
2023-02-23,1390.000000,1410.000000,1370.000000,1395.000000,1395.000000,47997300
2023-02-24,1400.000000,1405.000000,1370.000000,1395.000000,1395.000000,24107900
2023-02-27,1395.000000,1395.000000,1325.000000,1325.000000,1325.000000,59391200
2023-02-28,1325.000000,1360.000000,1290.000000,1300.000000,1300.000000,61672000
2023-03-01,1310.000000,1370.000000,1300.000000,1345.000000,1345.000000,66717900
2023-03-02,1355.000000,1360.000000,1290.000000,1315.000000,1315.000000,69086400
2023-03-03,1330.000000,1345.000000,1270.000000,1280.000000,1280.000000,92720400
2023-03-06,1280.000000,1305.000000,1240.000000,1275.000000,1275.000000,42853800
2023-03-07,1275.000000,1275.000000,1210.000000,1220.000000,1220.000000,62806400
2023-03-08,1220.000000,1220.000000,1170.000000,1190.000000,1190.000000,82458400
2023-03-09,1195.000000,1235.000000,1170.000000,1170.000000,1170.000000,48299500
2023-03-10,1175.000000,1180.000000,1140.000000,1150.000000,1150.000000,84006300
2023-03-13,1150.000000,1165.000000,1120.000000,1140.000000,1140.000000,58728400
2023-03-14,1145.000000,1155.000000,1070.000000,1070.000000,1070.000000,49274800
2023-03-15,1080.000000,1095.000000,1035.000000,1045.000000,1045.000000,65509800
2023-03-16,1045.000000,1145.000000,1010.000000,1080.000000,1080.000000,111472000
2023-03-17,1090.000000,1160.000000,1090.000000,1155.000000,1155.000000,99475100
2023-03-20,1140.000000,1155.000000,1090.000000,1095.000000,1095.000000,65824600
2023-03-21,1100.000000,1165.000000,1090.000000,1140.000000,1140.000000,59343700
2023-03-24,1130.000000,1150.000000,1100.000000,1100.000000,1100.000000,55009500
2023-03-27,1120.000000,1170.000000,1110.000000,1155.000000,1155.000000,62755200
2023-03-28,1155.000000,1235.000000,1155.000000,1225.000000,1225.000000,73013000
2023-03-29,1230.000000,1240.000000,1195.000000,1235.000000,1235.000000,56373900
2023-03-30,1235.000000,1240.000000,1185.000000,1195.000000,1195.000000,58950600
2023-03-31,1195.000000,1305.000000,1165.000000,1290.000000,1290.000000,313228300
2023-04-03,1295.000000,1305.000000,1230.000000,1235.000000,1235.000000,60512000
2023-04-04,1245.000000,1250.000000,1180.000000,1220.000000,1220.000000,91378500
2023-04-05,1220.000000,1225.000000,1170.000000,1180.000000,1180.000000,48579300
2023-04-06,1180.000000,1220.000000,1165.000000,1175.000000,1175.000000,45698200
2023-04-10,1175.000000,1200.000000,1120.000000,1135.000000,1135.000000,45435100
2023-04-11,1135.000000,1175.000000,1125.000000,1155.000000,1155.000000,34191800
2023-04-12,1170.000000,1170.000000,1125.000000,1150.000000,1150.000000,34655400
2023-04-13,1150.000000,1160.000000,1115.000000,1125.000000,1125.000000,31411500
2023-04-14,1125.000000,1130.000000,1055.000000,1070.000000,1070.000000,72075100
2023-04-17,1080.000000,1095.000000,1055.000000,1070.000000,1070.000000,31083400
2023-04-18,1085.000000,1115.000000,1060.000000,1100.000000,1100.000000,36365500
2023-04-26,1100.000000,1130.000000,1090.000000,1100.000000,1100.000000,65694900
2023-04-27,1100.000000,1110.000000,1085.000000,1090.000000,1090.000000,30020900
2023-04-28,1090.000000,1115.000000,1080.000000,1100.000000,1100.000000,18135800
2023-05-02,1100.000000,1100.000000,1030.000000,1040.000000,1040.000000,47264700
2023-05-03,1035.000000,1055.000000,1005.000000,1010.000000,1010.000000,38184800
2023-05-04,1010.000000,1025.000000,1005.000000,1025.000000,1025.000000,24181400
2023-05-05,1025.000000,1025.000000,955.000000,960.000000,960.000000,93095700
2023-05-08,960.000000,970.000000,920.000000,955.000000,955.000000,82255100
2023-05-09,955.000000,975.000000,915.000000,950.000000,950.000000,64709500
2023-05-10,950.000000,980.000000,935.000000,945.000000,945.000000,37865900
2023-05-11,940.000000,950.000000,905.000000,930.000000,930.000000,35611600
2023-05-12,920.000000,930.000000,870.000000,905.000000,905.000000,72044600
2023-05-15,895.000000,925.000000,870.000000,890.000000,890.000000,62792400
2023-05-16,890.000000,910.000000,835.000000,840.000000,840.000000,58491600
2023-05-17,840.000000,890.000000,830.000000,880.000000,880.000000,46934600
2023-05-19,880.000000,880.000000,830.000000,835.000000,835.000000,24906800
2023-05-22,840.000000,845.000000,805.000000,825.000000,825.000000,37210400
2023-05-23,825.000000,840.000000,805.000000,805.000000,805.000000,22707200
2023-05-24,810.000000,820.000000,780.000000,805.000000,805.000000,43133700
2023-05-25,790.000000,800.000000,770.000000,775.000000,775.000000,23470500
2023-05-26,780.000000,790.000000,755.000000,765.000000,765.000000,23617000
2023-05-29,765.000000,780.000000,740.000000,770.000000,770.000000,33840800
2023-05-30,780.000000,800.000000,765.000000,800.000000,800.000000,20280200
2023-05-31,790.000000,795.000000,775.000000,780.000000,780.000000,19650600
2023-06-05,785.000000,830.000000,785.000000,815.000000,815.000000,22922800
2023-06-06,825.000000,845.000000,800.000000,820.000000,820.000000,36131500
2023-06-07,820.000000,840.000000,785.000000,830.000000,830.000000,43174900
2023-06-08,830.000000,860.000000,820.000000,840.000000,840.000000,19599800
2023-06-09,840.000000,860.000000,830.000000,830.000000,830.000000,15719300
2023-06-12,830.000000,855.000000,830.000000,845.000000,845.000000,14281800
2023-06-13,845.000000,845.000000,810.000000,815.000000,815.000000,17415700
2023-06-14,0.000000,0.000000,0.000000,830.000000,830.000000,0
